search_request_id,search_request_created_at,estimated_duration,estimated_distance
d2aab890-1320-4a9e-94f2-31eccaec0ebe,2022-12-21T01:43:53Z,2554,14205
0093ff0b-4505-4fd3-92ab-10329e1b5781,2022-12-21T01:44:23Z,1541,8540
10b2b7c0-b469-4f78-9544-ea645b716f90,2022-12-21T01:44:25Z,2189,11658
5e1fdff6-c4e7-462f-8765-c257bda0f5a3,2022-12-21T01:44:26Z,2824,15555
14c5f410-699e-4eac-beb0-2de2a561dfe4,2022-12-21T02:01:50Z,2059,16906
a854b307-6cf8-47b5-b0c9-89b690474523,2022-12-21T02:06:22Z,1342,7776
4a381bae-10a7-426d-ae8d-c5233e432682,2022-12-21T02:19:43Z,672,3377
056c25e7-c508-47b7-a59f-51a322427068,2022-12-21T02:25:37Z,1131,7867
b981c541-9d1a-49fc-aff5-f02aabcd60ab,2022-12-21T02:54:37Z,2959,14347
392af166-70c8-48c7-8103-887d01ba0812,2022-12-21T01:45:10Z,2828,15564
6807e915-edae-4eed-87f3-678bbc2db274,2022-12-21T01:45:28Z,1620,10623
d319258c-bb8d-444f-a0cf-63f7f068ad12,2022-12-21T01:45:36Z,2071,16587
28d71309-6a28-4491-b745-33bf02f53813,2022-12-21T01:46:43Z,2092,13817
34647d3a-5806-4236-90bd-6b2d2d15124b,2022-12-21T01:47:13Z,2691,19758
799fcd8f-a8ae-4d0e-bebe-467a631e3f43,2022-12-21T01:47:19Z,1267,6900
c95d7a13-5538-4a7f-a754-9f0ce2c03373,2022-12-21T01:47:58Z,1229,5554
aef65c88-2c7d-4516-9d53-459e8c4fc486,2022-12-21T01:48:51Z,1267,6900
f376c6d9-5ee7-4b20-9951-98d0438ae984,2022-12-21T01:50:05Z,1840,9230
ccd6dd41-cbe8-4773-88cc-534c0ef73b17,2022-12-21T01:53:46Z,2114,15752
4d2493b1-ef7b-4d98-ad1b-33e1a3153a55,2022-12-21T02:00:13Z,3125,17455
4eaaa122-0a97-4b76-a6e5-44925c26fcab,2022-12-21T02:00:15Z,989,4265
