search_request_id,search_request_created_at,estimated_duration,estimated_distance
4389cf99-c99f-4430-8023-f65b44bfa75b,2022-12-21T04:54:28Z,3203,19990
2ea1ff37-6530-4c11-bffa-d970e644c71f,2022-12-21T04:54:29Z,1733,10059
45c74539-baaa-4c5d-83bb-c7de6aa8dc48,2022-12-21T04:54:39Z,836,3576
47f378fa-1703-4652-8b18-a1d95f6c27ea,2022-12-21T04:54:54Z,542,2734
ab8819b2-9410-4137-89d0-1a0931fb41ee,2022-12-21T04:55:25Z,836,3576
39abcda0-6587-4640-83f1-1a3593518566,2022-12-21T04:56:00Z,751,3968
b6d6df69-668d-4d5b-b0fb-bb9e5d6c3f22,2022-12-21T04:56:09Z,2070,11743
f4392564-8c09-48af-8024-a155977ac05b,2022-12-21T04:56:20Z,1142,5603
72906433-b848-4404-99d6-bc1a7f47e0a9,2022-12-21T04:56:41Z,516,2272
a4967b5b-4c43-4838-8e97-3935bb464955,2022-12-21T04:56:46Z,836,3576
1c1a546e-a0e5-47cf-bd7e-46631741cc91,2022-12-21T04:57:02Z,1236,6959
d7fdfe94-34ba-4cfe-a2e2-5b9d48dd4de4,2022-12-21T04:58:38Z,1824,8895
e48c7c99-a9de-49a8-b145-bff708cc5530,2022-12-21T05:06:58Z,1376,7083
02ebc5f5-5bb5-4740-b100-84ead09d2354,2022-12-21T04:57:12Z,1141,5599
79338676-7a52-4a97-850e-03f25ecb14b3,2022-12-21T04:57:20Z,4194,25478
be2a6bc6-f6c8-46af-8f19-c41b971f61c0,2022-12-21T04:57:28Z,2289,12239
1bb82b02-a4eb-4c90-994d-c50cc7aff99c,2022-12-21T07:40:10Z,604,2904
6cf36e64-6c78-4cce-a346-971ab6369df9,2022-12-21T09:36:02Z,676,3735
0463d90d-b7aa-41e2-bc95-9aee638679b5,2022-12-21T11:14:10Z,2,8
f9ee9c05-6f13-4ebd-9c58-76485ea88213,2022-12-21T11:25:21Z,3230,22557
b4887158-1089-4b4a-ba2c-f0891e6aadc9,2022-12-21T11:36:58Z,1341,4935
cac66b24-96bd-4f1e-be16-598b3f344ccd,2022-12-21T04:57:23Z,1626,8371
61ff6dca-5fd0-4202-9d8b-5caa091f25b6,2022-12-21T04:57:29Z,2898,16158
3d83c9df-65d0-4622-b3af-bfb7555e9e54,2022-12-21T04:57:39Z,910,3792
f8d6060c-806d-4c44-9649-4009b5b7d8a0,2022-12-21T04:59:49Z,1879,13225
127b3fe8-e3dc-4963-8fbc-d3772f4e8cd5,2022-12-21T05:01:08Z,1824,8895
94bcf9e3-1581-4019-840b-c49b4b8228f2,2022-12-21T05:02:44Z,614,2743
06e87a79-2179-4229-b97c-66e3e2f88c98,2022-12-21T05:03:38Z,836,3576
2791a244-5c9e-4185-959d-ab1534a59656,2022-12-21T05:08:33Z,2081,10563
f56ce8fb-20f3-4011-9600-1ca37893c9f9,2022-12-21T05:09:23Z,863,3815
afe12692-a486-444c-bcf0-6666a316eeee,2022-12-21T05:12:33Z,1684,9667
b1aae4e1-52e7-423b-ac7e-b3acac42757b,2022-12-21T05:51:56Z,1398,10017
2bd63e26-061a-4abb-9dbf-6b2248787b57,2022-12-21T05:59:55Z,492,2504
d000dd6e-0953-4f1d-9cbc-8a726d2cb38f,2022-12-21T04:57:48Z,1186,9642
1775fbf1-e5ac-46b3-a54b-9a336feb4a65,2022-12-21T04:57:55Z,2360,26312
ada1144b-c540-473f-bfe8-f59f3b1c838e,2022-12-21T04:58:25Z,815,4527
f341843c-0887-41bd-be69-0e718b0d3437,2022-12-21T04:58:37Z,1556,8526
29b6e209-5538-4141-8efc-dd5cc3986d67,2022-12-21T04:59:00Z,1733,10059
e109724c-746c-4a32-bb8b-0e7c87f75f5a,2022-12-21T04:59:08Z,1141,5599
eb79ea3f-74ac-42c6-abba-168cf9700af1,2022-12-21T05:00:10Z,1824,8895
608f3464-0834-4120-8f77-99373551dca1,2022-12-21T05:10:10Z,1125,4891
f02730d5-cab0-4823-adf6-cd6238071aa8,2022-12-21T05:37:21Z,1968,10790
0e73f002-c172-46fd-8ed6-db64f0db8ba9,2022-12-21T06:00:40Z,99,336
6805290a-7174-4091-b2d8-715a57da4f61,2022-12-21T06:30:22Z,983,5534
7f276270-fcdd-4816-a2f7-1e79f714d6e1,2022-12-21T06:42:11Z,874,5157
e4957a67-a707-44ec-8dd4-e520d4dc4bba,2022-12-21T04:59:26Z,1824,8895
0a3ab689-20b9-4c4d-bad2-883d9006668f,2022-12-21T04:59:29Z,817,4539
ca8ceb7b-2f2c-4525-8436-311132e75bb4,2022-12-21T04:59:35Z,1072,5746
e94eeb13-6b9c-4dca-817b-af8803777263,2022-12-21T04:59:44Z,1002,5951
41163a96-8ea9-4102-853f-1f5755ddff3d,2022-12-21T04:59:45Z,1563,7304
b148578c-4d47-4105-95b3-eae72540f196,2022-12-21T05:00:11Z,1824,8895
7e42eaf2-cae0-44a9-8f00-32c731bfbe5e,2022-12-21T05:00:14Z,591,2755
25ce2591-926b-4ab1-bf95-1d71b47e16dd,2022-12-21T05:00:24Z,1141,5599
0a69fa2f-9f03-439c-a279-999091710fee,2022-12-21T05:01:58Z,817,4539
b0bce554-afc5-4f15-aa8e-d45dd2c798e2,2022-12-21T05:12:02Z,3167,20894
50df5515-b596-4dde-9208-47915be4c006,2022-12-21T05:20:21Z,2255,14542
5466169e-e807-435d-9e3c-448ad406ee14,2022-12-21T05:27:56Z,2254,17823
3239ac59-87b4-4dc3-a671-ffc157d71aba,2022-12-21T05:00:25Z,605,2248
4961b524-4b7d-4310-b6e3-b8be151535b8,2022-12-21T05:06:04Z,945,4462
0b800ef4-2d3b-467f-8e13-2617e98b6517,2022-12-21T05:00:57Z,2089,16043
c0a2a909-dab0-4f73-8b74-2b582a83cd9b,2022-12-21T05:01:05Z,817,4539
c54ceb90-f686-4346-ac76-227c61c1bd8a,2022-12-21T05:01:05Z,1141,5599
36188222-2c85-4a93-a702-679a5f99b7d0,2022-12-21T05:01:46Z,836,3576
5ffc9da9-e879-445c-b7a5-507982c282fe,2022-12-21T05:10:38Z,2179,10757
a3dc925d-b93c-4e19-a2c0-19cf85d77a4f,2022-12-21T05:28:44Z,1427,7962
e1cb5b15-c6d8-4cb7-bebf-96f9ac63b36f,2022-12-21T05:37:38Z,602,4141
351fae04-bd5f-4aed-ae06-0048370d27ef,2022-12-21T05:43:57Z,761,3876
d4f032c8-8b57-4448-b900-bd74257b585c,2022-12-21T06:00:32Z,1401,7639
5d93cd0c-cd17-407e-859e-f7e52bba21c0,2022-12-21T06:26:08Z,343,1174
6a93e1d1-111a-43de-a27a-e8d37034e2d2,2022-12-21T06:48:14Z,1160,5689
ce5a404c-d08c-4996-9eba-a40c78a72219,2022-12-21T07:53:32Z,535,2164
7ac115bc-3ca8-4d8e-9a6d-c228daf7edd2,2022-12-21T05:01:51Z,1824,8895
a3a426f1-846e-442d-8a30-a25b5bbd76af,2022-12-21T05:02:17Z,1137,5576
19b02ea9-693d-4001-8470-ccac91d384f8,2022-12-21T05:02:34Z,495,2567
f38013a9-fd16-4cad-8240-06cc5aa4b477,2022-12-21T05:09:41Z,784,3641
cf16c7c8-8450-49b5-aa2d-d34e90f63517,2022-12-21T05:02:44Z,1824,8895
598242d5-32aa-4f30-a40c-8d9dc6987fca,2022-12-21T05:03:19Z,615,2747
a2108935-0249-4ddb-bec3-f34044fc4a61,2022-12-21T05:03:43Z,1824,8895
12df85c8-40fa-4541-be72-2d9b7634f42a,2022-12-21T05:04:05Z,1137,5576
47f98e55-1b21-4a2c-9bce-f3c476b3188f,2022-12-21T05:04:22Z,244,1082
4ae4d967-f568-4d74-b113-fd1fa46f207c,2022-12-21T05:04:26Z,1824,8895
d7e1b668-3dd3-4a4b-bd17-c4baf963f71b,2022-12-21T05:04:28Z,614,2742
ff696817-82f7-4ea6-83fa-db40e87acf06,2022-12-21T05:04:39Z,1820,8884
7336b1d5-66f6-47f9-adbd-82470401252a,2022-12-21T05:04:55Z,1869,9598
40d535b3-bf4d-4ac8-a8e0-dd5b642a21fa,2022-12-21T05:05:26Z,1376,7083
2633c2cf-875c-48c2-97be-643199e0ed84,2022-12-21T05:05:28Z,948,4473
870c7694-0ab4-448b-ac43-1e194d0fda13,2022-12-21T05:05:41Z,244,1082
5fec84d4-0ffe-4189-b0fc-c34cf31a54fd,2022-12-21T05:06:07Z,1206,7633
ff6ebd53-e833-4c83-8842-dd329f2f232b,2022-12-21T05:09:06Z,1385,9326
963ca1ce-09e8-44b6-8aaa-bb33f30957b2,2022-12-21T05:06:19Z,1485,10278
e3ff249d-6863-4b12-999a-fb41bffb755d,2022-12-21T05:06:59Z,947,4302
9cc57ef6-9fd4-4e77-93d6-eab795e35799,2022-12-21T05:08:08Z,501,2529
155f988e-accd-42a3-97a6-76f2d93e81eb,2022-12-21T05:07:08Z,1109,5610
e89c3f56-f3d1-4fca-97cf-e0f8302fd05c,2022-12-21T05:07:47Z,2113,12311
d8701cfa-163a-47b4-8100-1a35e443e033,2022-12-21T05:07:50Z,947,4303
afe37a87-7531-4dbd-8bfd-52badc5a9703,2022-12-21T05:11:47Z,909,4271
a1e1268d-7431-494a-a2aa-756a76a60f27,2022-12-21T05:20:41Z,785,3641
f0f8340c-8b48-4636-b05b-381d8963746a,2022-12-21T05:54:40Z,2294,11711
b9c5835a-1094-4f44-8ae1-33ae6e847de2,2022-12-21T06:20:24Z,589,2545
2fa505dd-5c3c-4682-854d-800782289012,2022-12-21T06:45:19Z,2593,12977
2e312ca5-ae3f-40ce-850c-958059143323,2022-12-21T07:46:59Z,814,4735
fddea4bc-7f79-4511-9799-befb13155c90,2022-12-21T08:01:05Z,2986,23581
cf0de49d-f8f2-4143-8280-f1706885793a,2022-12-21T09:21:51Z,2016,12091
8f5d2df6-4b37-4c90-b21a-66c1357a165e,2022-12-21T05:07:51Z,428,2519
ee1b521a-3896-4820-855c-9556ba47c188,2022-12-21T05:08:07Z,1348,5942
fb84c88d-5bb4-4184-b8c7-bbc8b5c1db30,2022-12-21T05:08:41Z,947,4303
45e776e1-92e5-4e00-b81b-9e42b9ed211d,2022-12-21T05:30:34Z,4127,31750
4bcdcbaf-ba36-4390-bc73-db9909413f8c,2022-12-21T05:08:49Z,2177,14021
11f1232f-9b27-461a-8f1c-b55b78e3c082,2022-12-21T05:08:57Z,784,3639
2658ab0a-d9dd-4089-b6ac-b9fe6f13b3d8,2022-12-21T05:26:50Z,213,637
e6427dc6-19df-4971-a61e-7cccc17e0a29,2022-12-21T05:29:08Z,896,3884
1e72a212-7b89-4363-92d4-8cf3e31509f6,2022-12-21T05:09:12Z,647,2424
c6e624e3-9904-4b2a-b0ff-7c56b34677f1,2022-12-21T05:13:23Z,589,2529
627dd67e-dcbd-48f2-bfff-fabf0aa775dd,2022-12-21T05:09:40Z,2562,13271
7c520f24-fe85-40b0-bbdf-3f24d0f01527,2022-12-21T05:09:41Z,1869,9598
04cd8d86-e481-41ca-b542-061fb24f0e3c,2022-12-21T05:09:56Z,1113,5983
be2b749a-501c-4235-8337-24a729d171fd,2022-12-21T05:10:11Z,2371,12322
8c26d704-08cb-429a-8dad-c0926417164e,2022-12-21T05:10:24Z,1605,10757
7017560c-79fb-4ec6-8525-452339d0d118,2022-12-21T05:10:26Z,1869,9598
0393d38e-8c43-46ae-83c0-bc39bc894fe8,2022-12-21T05:10:27Z,1106,6067
af2acbc5-d761-4d32-b4b4-632af461c913,2022-12-21T05:10:53Z,500,2528
3374ff13-d30b-4600-b033-762900b0aab3,2022-12-21T05:11:22Z,976,5925
9f5c564f-2f2e-4d69-af53-4207a268363f,2022-12-21T05:11:27Z,1106,6067
2806dceb-2b8e-43ba-b39e-76394792b56f,2022-12-21T05:12:56Z,1962,10322
da6eac20-3925-4dde-a77b-fb3c8e4b210f,2022-12-21T05:25:52Z,1334,7233
49459075-3618-490e-8f33-91ceb65214e8,2022-12-21T05:31:16Z,969,4572
a99a48c6-2eb7-428d-aeb2-d551043ec8c2,2022-12-21T05:11:25Z,1219,6885
1d60bc4d-58ec-40a4-8bb9-fb47926f4ca1,2022-12-21T05:11:28Z,4168,26200
48e633b4-9227-4d4c-b865-c265b83ef8e7,2022-12-21T05:30:54Z,568,2796
014b041c-4990-45fb-9fb0-f9662ff98473,2022-12-21T05:36:27Z,1527,7777
6439b5f9-349e-4941-849d-065e3b4186ba,2022-12-21T05:39:38Z,1398,8473
b70406a8-b03a-43d7-87c3-639949e6f26b,2022-12-21T05:51:31Z,820,5025
b2ff216a-5662-42a5-818b-4dbf461fc4da,2022-12-21T05:11:54Z,868,4329
b8effefd-2bde-46b8-ae08-ef138f93825f,2022-12-21T05:12:47Z,500,2528
e6e32ce9-2975-4eee-a7f3-b6e6c2ca0029,2022-12-21T05:12:47Z,1220,6325
58192f07-6c18-4a0b-ac85-3f8e04860ec4,2022-12-21T05:13:01Z,1266,7177
c120f87f-7942-45fb-8284-201ddfc68e40,2022-12-21T05:19:30Z,785,3641
c5971e3d-4a8c-4428-a567-c2145124d130,2022-12-21T05:32:54Z,664,2947
0b01d928-c2eb-4fc6-aa93-c8e6264be01d,2022-12-21T06:20:09Z,3055,19488
667f3ccb-fbf2-4a70-a7aa-8a28602e38a7,2022-12-21T08:09:28Z,1152,9555
8bfd6ac0-ac06-4d47-b927-352d8ab40deb,2022-12-21T05:13:16Z,353,1584
c44cb5bf-b64e-4b17-8d0e-43956a0ab24d,2022-12-21T05:13:19Z,1351,9203
d5d17d40-1a83-4d58-bc7b-92c17e4d2345,2022-12-21T05:13:59Z,479,3346
15e6bd17-6cf0-4d5e-a61e-8cd1245b6034,2022-12-21T05:18:40Z,1818,9243
cf8264d5-92a6-4df1-80e9-67cddd056536,2022-12-21T07:28:35Z,512,3243
fe186208-33f1-4f40-a984-ad8f0be5bde5,2022-12-21T07:42:32Z,622,2871
002e4e80-f826-422d-817c-4566e16da512,2022-12-21T05:14:04Z,909,4271
e8c9053e-19b7-47a4-8221-6b459f0fb804,2022-12-21T05:14:18Z,1728,10829
9eff890f-4c8c-4b91-b3d8-85abadd2658a,2022-12-21T05:14:23Z,1954,10314
cf223614-3d68-4441-b42e-2915f7f657a9,2022-12-21T05:14:30Z,1265,7174
fd306d4a-2e57-4ec6-84e0-bed4f38a8a13,2022-12-21T05:25:35Z,796,3578
b4d6f718-fb28-4f08-bc58-eba479e5057d,2022-12-21T05:39:06Z,609,4168
95772337-77ba-4667-ae1b-98c903eab03d,2022-12-21T05:44:49Z,2375,11683
896644eb-908c-4db4-8fb9-33ada2b020d7,2022-12-21T06:00:45Z,1683,8974
e4da18f0-f72a-4d0a-9d8b-4a02f93c6abd,2022-12-21T05:14:37Z,3167,20893
0b5bf357-fc73-4729-8224-cb1d0f6d3b38,2022-12-21T05:14:39Z,1797,9385
6ac5c1c7-e174-4aa4-afde-931846838fce,2022-12-21T05:15:05Z,1818,9243
561831c7-96c9-4b16-b1b5-0e3b675aa250,2022-12-21T05:20:32Z,3167,20894
9bac2f08-d64f-4335-800d-2fe833f9ee37,2022-12-21T05:15:21Z,1265,7174
20023c7b-4d7d-435d-a75c-bd7cddbffee9,2022-12-21T05:15:23Z,1797,9387
61746546-6bf0-4d81-aba5-e3d0c601fb6c,2022-12-21T05:25:35Z,1816,10504
7799165b-3213-48f0-9eb6-d54b43db37c8,2022-12-21T05:43:53Z,950,5730
6b8c765b-3017-4984-8648-e8565f5984f9,2022-12-21T05:16:19Z,1164,7809
785a2893-a4c1-4322-bd1c-1ffaed642df0,2022-12-21T05:16:23Z,857,4639
3cda48ff-12a7-4ae3-b06b-0cdd373e6655,2022-12-21T05:33:36Z,1520,7471
2bc9daeb-3bf3-4124-8ab3-beb00e3386fa,2022-12-21T05:39:48Z,609,4168
a3f3b1e1-648e-4bda-afc3-990a458d2cf9,2022-12-21T05:46:53Z,2293,14661
5668e612-5281-4cc0-8f8f-d3ec520c0a95,2022-12-21T06:03:18Z,2341,11898
d801abc2-bb90-4ed2-af86-ff2ae6f05c5b,2022-12-21T05:16:50Z,1967,10327
2ad62318-1237-4175-9820-776355949911,2022-12-21T05:17:19Z,1564,9350
00f5b071-db2b-4010-84b0-e4ff126ad904,2022-12-21T05:17:38Z,2253,14530
c01da762-04ba-4881-be2c-11cc306438c9,2022-12-21T05:18:22Z,1386,6569
9bcd1e95-d46a-41e1-8e57-7780c423d512,2022-12-21T05:18:26Z,1114,6018
2e7265a4-7e14-4a92-a45e-2db13ab40aed,2022-12-21T05:19:07Z,2337,20965
271cdf3b-b2b9-468e-b384-91d33c25b87e,2022-12-21T05:29:27Z,1831,8982
d38ff57f-f1df-486d-965c-76b1cb18a0a0,2022-12-21T05:36:22Z,812,3328
a069fc99-b4be-4a64-8965-6d24febad81d,2022-12-21T05:52:07Z,1153,6089
5ff24463-1aa5-44b1-a099-5deb2e9fa8e3,2022-12-21T05:55:29Z,840,3491
7c029e44-a26e-4517-82a6-bd019d190c2d,2022-12-21T06:05:10Z,2596,18565
9f6cc822-1f61-43c2-bac5-c215ae15e333,2022-12-21T05:19:57Z,1114,6018
626dbe56-c2f2-461c-a9e1-b87cb94fb5e1,2022-12-21T05:20:37Z,1811,19438
05e69625-497f-4815-abd2-20dfbe18f5a2,2022-12-21T05:26:37Z,1816,10504
94cb3569-a548-4056-9d2b-c6d688587f48,2022-12-21T05:34:42Z,1459,9146
dcc82c2d-91bd-4c01-8c8f-84ae75e671eb,2022-12-21T05:54:18Z,425,1591
0378b465-e3a7-4979-8ccf-0bbe0c36d5c3,2022-12-21T05:54:59Z,1778,15026
cdc2db8f-b01d-40c1-b957-dd77c049924b,2022-12-21T06:03:14Z,882,3717
2979dd95-d3f7-4aa6-a788-d74e7693156d,2022-12-21T06:29:44Z,2786,15525
1811137b-5046-48c3-84a7-8915e47ef822,2022-12-21T05:20:37Z,1818,9243
073916e6-cb0d-400d-bd7e-052940a433d4,2022-12-21T05:20:42Z,2187,10962
406d6ee2-dd6f-4797-975a-484f8bd64a4c,2022-12-21T05:21:17Z,2986,22206
ccd144d7-3f21-4765-9af8-de10c01156f9,2022-12-21T05:21:57Z,2208,13633
07b2d25f-9c4d-4c7c-8d3d-b4a81dffc627,2022-12-21T05:22:23Z,785,3641
049e6cf8-0bd7-4d28-b894-460c45a49df7,2022-12-21T05:23:03Z,1177,9837
f60f2465-1e10-4a51-b924-1efa88e6a039,2022-12-21T05:23:04Z,2483,16134
1929bb7a-804f-4415-bd7f-722db33b3ee0,2022-12-21T05:23:04Z,785,3641
fdf0db73-5a57-474f-991f-d378d4e9c254,2022-12-21T05:23:26Z,2254,17823
16d4b2b8-a08b-49e3-9f99-1efeaa536675,2022-12-21T05:23:39Z,1142,4915
217feb5e-7bbb-4231-bcc3-3b04c604eb1b,2022-12-21T05:23:42Z,239,1193
351000ea-160a-450d-b126-ac25d6a69b6f,2022-12-21T05:25:31Z,1913,12160
8c00c932-756b-422a-bdfb-51a212f6b84d,2022-12-21T05:25:40Z,1318,7278
411745e4-8ab5-4e73-b808-8ba3109235f9,2022-12-21T05:25:54Z,348,1722
81ade823-3570-4b02-9719-2475f2eb2c87,2022-12-21T05:25:55Z,737,4156
ce88bc0c-1433-400b-858d-5d5239980a52,2022-12-21T05:26:06Z,2254,17823
ebc432a9-dbe3-46bb-84ef-96cc34de8804,2022-12-21T05:31:35Z,800,4475
c1a16ee0-6da9-41e5-9050-55fb5b68a8fb,2022-12-21T05:46:53Z,849,4297
f4e37ddf-3d88-407e-bedb-5594805c31e0,2022-12-21T05:26:25Z,1426,6359
f239062c-8cf1-4fbf-8478-cd38c189acac,2022-12-21T05:26:44Z,785,3641
7b43e0d6-70c0-4c93-b90b-c307ad946844,2022-12-21T05:26:52Z,736,4154
18145ab0-fcd5-48e7-b18c-e4fa78c70323,2022-12-21T05:27:05Z,2155,10846
8bba79b8-26ed-4325-a4f9-bdc1c133109d,2022-12-21T05:27:17Z,3079,15649
a355cebe-b283-4846-bb78-477e14c9db6c,2022-12-21T05:27:47Z,2202,17281
8db8a005-53f5-4bd0-af20-45becd56d91d,2022-12-21T05:28:27Z,2159,10857
1ab07fc9-6069-41aa-a499-04cd272665e5,2022-12-21T05:43:23Z,3766,22404
6dd0ff4d-a1dd-4888-8450-4c1a4d70f06c,2022-12-21T05:58:46Z,2004,13647
30613118-546b-428e-8819-05fa7dee1716,2022-12-21T06:02:39Z,123,535
9f79fad6-bab1-4aa0-ae0c-fb0980aaec4e,2022-12-21T06:19:51Z,1553,7645
51b7babd-8f69-4f98-8fbd-39bc59df59da,2022-12-21T06:25:50Z,1633,11035
29b89a7e-0922-403e-952a-0babf9090323,2022-12-21T05:28:38Z,699,4671
0b4b3a7b-34c8-4974-9f41-09e6fb5aecc5,2022-12-21T05:29:29Z,464,2668
051fbc34-84ae-49cd-b610-186964b85acc,2022-12-21T06:05:36Z,976,4190
b50eb1b1-6f10-457f-972d-488ba42f83c7,2022-12-21T05:30:36Z,3080,15652
3bf6ef5c-8799-4d75-bfaa-87cfb3c4a252,2022-12-21T05:30:36Z,1832,8986
0f723b44-b098-423b-a8cf-b57cc8d24f7f,2022-12-21T05:30:45Z,896,3884
8e305287-e912-415d-946e-87e2a4b035cd,2022-12-21T05:30:51Z,1335,7615
5be4bcce-9ae9-49bf-8ae4-af7050d5a5d2,2022-12-21T05:31:14Z,1617,9613
e2010461-e016-46ac-8bf3-c51dd1d5f7d6,2022-12-21T05:31:28Z,1551,7567
1bf07204-77b8-444d-8c0d-57030176a2fa,2022-12-21T05:31:30Z,1284,8467
07550594-3129-4582-a7ef-5e7926850e6d,2022-12-21T05:32:57Z,955,5586
d3e999d9-3ef1-4edd-b51e-184be6681e93,2022-12-21T05:35:55Z,1426,7958
0ff6ae4c-5faa-4f05-afa2-2eb440bc1eee,2022-12-21T05:56:10Z,1065,5085
9e1ba627-cd6c-4617-914f-4930a95ede30,2022-12-21T06:07:09Z,449,1976
f3ee6ed8-3a4d-4907-af00-3f72255ea990,2022-12-21T06:20:30Z,2757,17952
0583d78b-808f-43dc-b07b-a00971fe1f88,2022-12-21T05:32:13Z,664,2947
4ae3176b-81ca-403f-827c-b3e9e8b3d41c,2022-12-21T06:20:56Z,1843,11233
a83f787f-5072-433a-aeed-493a7a75f666,2022-12-21T05:32:17Z,977,4589
2e0dbeb5-ec18-49fa-811b-a89a53ac0e7a,2022-12-21T05:32:18Z,896,3884
d6f1c366-0dfa-4dd2-aa0e-eb28430289e5,2022-12-21T05:39:38Z,422,1568
0dc54cb4-ca5f-4266-9993-b0f8ad57c8bb,2022-12-21T06:01:07Z,1252,7355
c6211b72-7b99-49e8-adcc-64a79ac2eac1,2022-12-21T06:04:12Z,1413,7668
4590df4e-04fc-44da-8948-c528c08ca162,2022-12-21T06:08:17Z,2350,13445
97743e28-da83-4675-b689-8363bf0a5c5e,2022-12-21T06:14:04Z,2644,13338
713b4896-b4b1-49a0-b855-6d5b56bbd8ce,2022-12-21T07:12:49Z,2758,13386
56c818db-892a-47c6-8784-bc2c58b6cb6b,2022-12-21T07:19:06Z,3228,16538
aa19d641-edd3-4a2f-a78a-0b26845efb51,2022-12-21T07:20:56Z,1989,13326
c1eef737-31be-40ad-ae5c-5c99a3fc9fc3,2022-12-21T07:36:33Z,850,4602
52d1e5e6-e5d3-4840-abeb-9dfaa0d94697,2022-12-21T05:33:47Z,1439,8078
8646c2ff-acf8-49ea-80a1-c641f1181778,2022-12-21T05:33:49Z,1077,5960
5f31a413-3283-4c06-9320-e9dc31bb1a90,2022-12-21T05:33:57Z,1459,9146
a1ab8e99-a8a3-42a7-9a3a-695a113d42db,2022-12-21T05:33:58Z,2528,21687
b47280fe-2bd7-4a0d-bd5a-a193c648716a,2022-12-21T05:33:58Z,1384,7857
95ba58ad-a5fc-46e7-9477-382bb8308636,2022-12-21T07:06:18Z,300,1606
762c212b-3178-4310-850d-6f0678b9df79,2022-12-21T05:34:11Z,2033,11472
be49d032-97fc-4dca-8305-395d53eca279,2022-12-21T05:34:13Z,1426,7961
7bf485d8-114f-4a85-b19d-fcfbc0cd9b30,2022-12-21T05:34:45Z,1520,7471
a9ae3739-e795-4352-a853-3b933bbf5587,2022-12-21T05:34:48Z,812,3327
c4ced32c-2c92-46fc-bc1c-0bdf5d6a853a,2022-12-21T05:52:47Z,1675,7612
0f741e49-6698-47a8-aeca-5903614c1e21,2022-12-21T05:34:52Z,2039,19648
11cc3b85-0685-4f71-965c-8feab91a8844,2022-12-21T05:34:55Z,1937,9634
d079c84c-f94d-4431-bc99-5d8fc095b4e5,2022-12-21T05:34:55Z,673,3697
a8db4d4b-52b7-4b1a-b5a9-74be322c6551,2022-12-21T05:35:14Z,1505,8273
9188dd3c-0efb-46e1-87d1-09d84d9a25ed,2022-12-21T05:35:28Z,2031,11466
819624ff-7eb6-4738-a8c1-01507296833e,2022-12-21T05:35:30Z,1894,9513
269ed819-afc7-45b7-9418-1848bdc0f614,2022-12-21T05:35:32Z,1520,7471
1ba41dba-4cd7-4d36-8c32-17ea0cba5657,2022-12-21T05:35:44Z,1968,10790
ab7d24f1-cb1d-4da6-8f73-5eaf11a301ae,2022-12-21T05:37:35Z,3406,35215
641d299b-c125-4985-a50a-830637cca731,2022-12-21T05:43:36Z,330,1524
b70fb969-7247-4ce5-804f-4472f6fcc0d2,2022-12-21T05:45:34Z,849,4297
17bfb7c7-42e6-4e46-9a4a-5f93b742fb37,2022-12-21T05:45:57Z,1006,5345
729188f2-9c1b-472b-a946-8c067833d15e,2022-12-21T05:35:53Z,2375,11683
e3d1c240-c661-4f40-8225-2aa864e9077f,2022-12-21T05:36:07Z,265,1166
89d7c3ad-3a00-4087-9101-3f8d7bcb3682,2022-12-21T06:03:09Z,670,3415
c625bc89-9160-4db8-aeb4-f8babf3f76bf,2022-12-21T06:29:11Z,868,3698
088e0f3e-dde0-4c9e-8bb2-4043fb1272b1,2022-12-21T08:15:38Z,3029,21732
7ef467ab-b66b-4240-bc78-95a2020c1873,2022-12-21T08:17:01Z,1449,7073
4beecb4a-6af8-49c5-8fe1-6ce5ac60a702,2022-12-21T08:28:17Z,633,3414
b8b0c550-b3c8-44f0-9709-fe2635a7953d,2022-12-21T08:30:51Z,1724,10137
f8ed0975-24de-4d3d-a126-1d55591c5a46,2022-12-21T08:38:02Z,529,2490
e30f1ed8-2881-48b5-9593-904f6b9c2713,2022-12-21T05:36:24Z,2007,10790
d496ab7d-2efc-4124-982e-8e4ff19aba57,2022-12-21T05:36:42Z,609,4168
ea183e35-8f41-46a7-8eba-ada1a5971811,2022-12-21T05:37:00Z,1180,5987
935d8e1c-8e7f-48eb-bacc-b7a41686c657,2022-12-21T05:37:42Z,2207,13628
c9512cfb-2c19-425a-834d-82d61b01fb46,2022-12-21T05:40:09Z,1528,9285
c98e992c-7160-449b-bea3-c1eedeb7f667,2022-12-21T06:12:40Z,2150,12286
6dd6088d-f443-41ef-9440-52b79c077d60,2022-12-21T06:21:57Z,1747,9233
4ee2f2aa-cf41-4d09-86d1-774a953b5027,2022-12-21T06:30:03Z,868,3698
22e2e715-7e80-42b5-bc62-36b30cb57d57,2022-12-21T06:39:14Z,1693,8895
cf809863-1ea5-4443-b2c9-d6eb0a2150e1,2022-12-21T06:46:49Z,1925,11130
9ff39bfb-3e7d-4dfb-98a2-b9253744b79d,2022-12-21T07:01:27Z,3249,17927
f0c34c3f-803b-44d1-a826-057e0680754c,2022-12-21T07:08:56Z,1337,9878
39c67dd8-eab4-43fe-b127-5cfe499d84e7,2022-12-21T05:38:18Z,602,4141
a8525992-65f0-4995-bd34-bb4417c6cb64,2022-12-21T05:38:39Z,2159,10857
1207f7d8-1c47-4652-b063-ab9f22301b3a,2022-12-21T05:39:12Z,2155,10846
